date,open,high,low,close,volume,predicts
2019-09-02,10829.0,10895.0,10792.0,10843.0,124086.0,0
2019-09-03,10842.0,10898.0,10811.0,10824.0,126414.0,0
2019-09-04,10836.0,10861.0,10768.0,10798.0,46592.0,0
2019-09-05,10856.0,10962.0,10856.0,10954.0,90905.0,1
2019-09-06,10957.0,10964.0,10902.0,10922.0,101716.0,0
2019-09-07,10919.0,10921.0,10773.0,10851.0,140707.0,2
2019-09-09,10869.0,10912.0,10818.0,10880.0,147369.0,0
2019-09-10,10862.0,10925.0,10853.0,10921.0,35241.0,1
2019-09-11,10907.0,10937.0,10886.0,10915.0,67648.0,0
2019-09-12,10912.0,11021.0,10904.0,11001.0,104336.0,1
2019-09-13,11009.0,11009.0,10880.0,10880.0,128509.0,2
2019-09-16,10876.0,10942.0,10771.0,10914.0,35894.0,0
2019-09-17,11070.0,11092.0,11030.0,11076.0,84410.0,1
2019-09-18,11071.0,11122.0,11048.0,11108.0,85691.0,0
2019-09-19,11117.0,11171.0,11110.0,11145.0,83323.0,0
2019-09-20,11131.0,11166.0,11117.0,11157.0,80256.0,0
2019-09-21,11166.0,11245.0,11132.0,11150.0,145615.0,0
2019-09-23,11141.0,11173.0,11125.0,11132.0,27209.0,0
2019-09-24,11157.0,11168.0,11133.0,11155.0,54206.0,0
2019-09-25,11154.0,11252.0,11150.0,11242.0,98414.0,1
2019-09-26,11242.0,11268.0,11182.0,11201.0,102344.0,0
2019-09-27,11206.0,11292.0,11195.0,11290.0,93050.0,1
2019-09-28,11294.0,11328.0,11264.0,11284.0,90163.0,0
2019-10-01,11288.0,11330.0,11276.0,11326.0,19610.0,0
2019-10-02,11334.0,11342.0,11291.0,11311.0,52187.0,0
2019-10-03,11315.0,11366.0,11293.0,11326.0,99550.0,0
2019-10-04,11324.0,11351.0,11295.0,11338.0,86517.0,1
2019-10-05,11340.0,11396.0,11315.0,11346.0,104101.0,1
2019-10-07,11344.0,11377.0,11302.0,11371.0,93403.0,1
2019-10-08,11371.0,11406.0,11361.0,11406.0,23162.0,1
2019-10-09,11416.0,11554.0,11413.0,11544.0,102899.0,1
2019-10-10,11549.0,11650.0,11538.0,11645.0,125201.0,0
2019-10-14,11633.0,11682.0,11600.0,11653.0,128495.0,0
2019-10-15,11648.0,11662.0,11558.0,11596.0,121768.0,0
2019-10-16,11599.0,11674.0,11554.0,11573.0,130783.0,0
2019-10-17,11572.0,11602.0,11550.0,11587.0,28619.0,0
2019-10-18,11577.0,11581.0,11424.0,11437.0,115483.0,2
2019-10-19,11440.0,11528.0,11435.0,11523.0,102758.0,1
2019-10-21,11523.0,11525.0,11428.0,11466.0,124949.0,0
2019-10-22,11466.0,11513.0,11413.0,11456.0,137540.0,0
2019-10-23,11442.0,11563.0,11436.0,11532.0,123555.0,1
2019-10-24,11523.0,11549.0,11513.0,11541.0,19418.0,0
2019-10-25,11533.0,11594.0,11507.0,11593.0,75739.0,1
2019-10-26,11595.0,11654.0,11563.0,11644.0,105556.0,1
2019-10-28,11654.0,11665.0,11594.0,11607.0,79835.0,0
2019-10-29,11592.0,11614.0,11450.0,11544.0,169600.0,2
2019-10-30,11549.0,11592.0,11527.0,11556.0,107020.0,0
2019-10-31,11548.0,11572.0,11541.0,11557.0,20122.0,0
2019-11-01,11615.0,11629.0,11559.0,11565.0,87169.0,0
2019-11-02,11570.0,11658.0,11566.0,11618.0,125282.0,1
2019-11-04,11618.0,11651.0,11596.0,11647.0,89627.0,1
2019-11-05,11648.0,11682.0,11605.0,11614.0,110268.0,0
2019-11-06,11616.0,11622.0,11462.0,11465.0,150022.0,2
2019-11-07,11465.0,11498.0,11424.0,11479.0,36417.0,0
2019-11-08,11527.0,11533.0,11459.0,11502.0,90540.0,0
2019-11-09,11509.0,11530.0,11431.0,11524.0,131226.0,0
2019-11-11,11527.0,11543.0,11443.0,11503.0,159070.0,0
2019-11-12,11504.0,11618.0,11478.0,11598.0,126991.0,1
2019-11-13,11609.0,11670.0,11580.0,11612.0,114548.0,0
2019-11-14,11625.0,11678.0,11617.0,11677.0,25093.0,1
2019-11-15,11670.0,11699.0,11633.0,11671.0,77857.0,0
2019-11-16,11673.0,11683.0,11605.0,11625.0,89582.0,0
2019-11-18,11616.0,11706.0,11559.0,11706.0,139330.0,1
2019-11-19,11709.0,11888.0,11696.0,11853.0,152369.0,1
2019-11-20,11850.0,12007.0,11837.0,11965.0,166912.0,1
2019-11-21,11958.0,11991.0,11908.0,11919.0,55668.0,0
2019-11-22,11932.0,11976.0,11922.0,11961.0,69663.0,1
2019-11-23,11966.0,12102.0,11945.0,12100.0,109624.0,1
2019-11-25,12088.0,12129.0,12058.0,12118.0,69978.0,0
2019-11-26,12080.0,12118.0,12015.0,12030.0,112364.0,2
2019-11-27,12039.0,12079.0,11951.0,11979.0,149963.0,0
2019-11-28,11977.0,12029.0,11970.0,12015.0,20878.0,1
2019-11-29,12000.0,12028.0,11972.0,12020.0,75275.0,1
2019-11-30,12014.0,12045.0,11982.0,11983.0,74523.0,0
2019-12-02,11989.0,12027.0,11976.0,12020.0,41571.0,1
2019-12-03,12029.0,12042.0,11986.0,12009.0,54527.0,0
2019-12-04,12038.0,12112.0,12037.0,12097.0,77688.0,1
2019-12-05,12091.0,12125.0,12065.0,12069.0,67937.0,0
2019-12-06,12029.0,12049.0,11992.0,11995.0,77883.0,2
2019-12-07,12044.0,12120.0,12023.0,12102.0,100390.0,1
2019-12-09,12180.0,12198.0,11996.0,12086.0,177204.0,0
2019-12-10,12017.0,12034.0,11948.0,11950.0,103248.0,2
2019-12-11,11995.0,12009.0,11816.0,11871.0,157172.0,2
2019-12-12,11728.0,11892.0,11697.0,11788.0,157997.0,0
2019-12-13,11919.0,11998.0,11883.0,11968.0,111640.0,1
2019-12-14,12005.0,12042.0,11953.0,12010.0,103469.0,1
2019-12-16,12085.0,12121.0,12044.0,12117.0,114658.0,1
2019-12-17,12176.0,12199.0,12148.0,12181.0,85225.0,1
2019-12-18,12159.0,12175.0,12058.0,12063.0,82087.0,0
2019-12-19,12040.0,12078.0,11990.0,12056.0,106180.0,0
2019-12-20,12103.0,12118.0,12029.0,12072.0,101163.0,0
2019-12-21,12119.0,12160.0,12097.0,12111.0,77507.0,0
2019-12-23,11770.0,11798.0,11366.0,11370.0,248062.0,2
2019-12-24,11460.0,11567.0,11407.0,11468.0,153890.0,2
2019-12-25,11285.0,11370.0,11152.0,11325.0,206200.0,2
2019-12-26,11373.0,11557.0,11362.0,11534.0,145425.0,1
2019-12-27,11603.0,11620.0,11474.0,11542.0,155045.0,0
2019-12-30,11651.0,11744.0,11628.0,11741.0,122841.0,1
2019-12-31,11660.0,11666.0,11566.0,11592.0,125676.0,0
2020-01-02,11455.0,11598.0,11402.0,11564.0,146860.0,2
2020-01-03,11625.0,11689.0,11613.0,11666.0,91599.0,0
2020-01-06,11663.0,11797.0,11647.0,11771.0,104600.0,1
2020-01-07,11798.0,11837.0,11762.0,11774.0,107657.0,0
2020-01-08,11757.0,11852.0,11755.0,11812.0,96579.0,1
2020-01-09,11710.0,11792.0,11702.0,11770.0,87072.0,0
2020-01-10,11715.0,11719.0,11627.0,11640.0,134942.0,2
2020-01-13,11678.0,11805.0,11637.0,11760.0,81325.0,1
2020-01-14,11820.0,11830.0,11679.0,11715.0,137056.0,0
2020-01-15,11665.0,11765.0,11636.0,11664.0,139390.0,0
2020-01-16,11509.0,11587.0,11476.0,11508.0,135992.0,2
2020-01-17,11400.0,11561.0,11386.0,11542.0,148480.0,1
2020-01-20,11383.0,11482.0,11365.0,11421.0,162501.0,2
2020-01-30,11395.0,11447.0,11237.0,11273.0,167959.0,2
2020-01-31,11011.0,11278.0,11005.0,11174.0,203414.0,0
2020-02-03,11313.0,11375.0,11278.0,11324.0,165380.0,0
2020-02-04,11348.0,11369.0,11267.0,11364.0,142587.0,0
2020-02-05,11450.0,11501.0,11428.0,11492.0,112393.0,1
2020-02-06,11400.0,11420.0,11260.0,11269.0,153321.0,2
2020-02-07,10975.0,11108.0,10916.0,10950.0,212310.0,2
2020-02-10,10830.0,10996.0,10779.0,10984.0,205517.0,1
2020-02-11,10979.0,11029.0,10807.0,10821.0,182375.0,2
2020-02-12,10750.0,10765.0,10161.0,10367.0,330462.0,1
2020-02-13,9749.0,10147.0,9450.0,10021.0,341107.0,1
2020-02-14,9919.0,10055.0,9636.0,9668.0,237994.0,1
2020-02-17,9379.0,9677.0,9271.0,9363.0,243965.0,1
2020-02-18,9366.0,9489.0,9205.0,9263.0,110355.0,1
2020-02-19,8820.0,8872.0,8268.0,8353.0,301732.0,1
2020-02-20,8562.0,9166.0,8544.0,9013.0,265881.0,1
2020-02-21,8609.0,8868.0,8555.0,8688.0,180000.0,1
2020-02-24,8998.0,9295.0,8986.0,9193.0,178708.0,1
2020-02-25,9410.0,9624.0,9370.0,9583.0,208026.0,1
2020-02-26,9679.0,9690.0,9426.0,9638.0,189326.0,1
2020-02-27,9899.0,9910.0,9548.0,9583.0,187426.0,0
2020-03-02,9376.0,9576.0,9266.0,9576.0,164739.0,2
2020-03-03,9666.0,9717.0,9495.0,9596.0,142543.0,2
2020-03-04,9588.0,9650.0,9551.0,9552.0,115884.0,2
2020-03-05,9741.0,9860.0,9582.0,9826.0,145664.0,2
2020-03-06,9813.0,10020.0,9792.0,9997.0,190482.0,2
2020-03-09,10085.0,10184.0,9945.0,10127.0,215828.0,2
2020-03-10,10077.0,10197.0,10008.0,10101.0,202651.0,2
2020-03-11,10105.0,10140.0,9985.0,10133.0,149497.0,2
2020-03-12,10131.0,10185.0,10102.0,10127.0,11139.0,2
2020-03-13,10084.0,10149.0,10031.0,10073.0,111491.0,2
2020-03-16,10081.0,10355.0,10069.0,10346.0,122218.0,1
2020-03-17,10379.0,10463.0,10330.0,10359.0,69013.0,0
2020-03-18,10177.0,10343.0,10161.0,10302.0,121205.0,0
2020-03-19,10575.0,10669.0,10456.0,10561.0,163428.0,0
2020-03-20,10515.0,10560.0,10458.0,10550.0,98871.0,0
2020-03-23,10432.0,10467.0,10144.0,10198.0,193106.0,2
2020-03-24,10145.0,10226.0,10065.0,10225.0,144457.0,0
2020-03-25,10268.0,10402.0,10154.0,10292.0,169966.0,0
2020-03-26,10231.0,10292.0,10211.0,10270.0,107243.0,0
2020-03-27,10373.0,10567.0,10368.0,10547.0,126006.0,1
2020-03-30,10549.0,10605.0,10480.0,10582.0,114225.0,1
2020-03-31,10655.0,10770.0,10631.0,10707.0,116679.0,0
2020-04-01,10813.0,10971.0,10803.0,10944.0,118904.0,1
2020-04-06,10540.0,10699.0,10477.0,10520.0,137078.0,2
